candidate_id,dataset,horizon_step,horizon_group,mae
Candidate_E2_HGR_DGS,GEFCom,12,Medium (9-16),14.31450807218642
Candidate_E2_HGR_DGS,GEFCom,13,Medium (9-16),14.629177278610763
Candidate_E2_HGR_DGS,GEFCom,14,Medium (9-16),15.015792945585865
Candidate_E2_HGR_DGS,GEFCom,15,Medium (9-16),14.941219687165365
Candidate_E2_HGR_DGS,GEFCom,16,Medium (9-16),15.114216184574424
Candidate_E2_HGR_DGS,GEFCom,17,Long (17-24),15.35279095376541
Candidate_E2_HGR_DGS,GEFCom,18,Long (17-24),15.417664807506117
Candidate_E2_HGR_DGS,GEFCom,19,Long (17-24),15.562070098010393
Candidate_E2_HGR_DGS,GEFCom,20,Long (17-24),15.582663180641028
Candidate_E2_HGR_DGS,GEFCom,21,Long (17-24),15.756626819533652
Candidate_E2_HGR_DGS,GEFCom,22,Long (17-24),15.776568729010384
Candidate_E2_HGR_DGS,GEFCom,23,Long (17-24),15.912095405082994
Candidate_E2_HGR_DGS,GEFCom,24,Long (17-24),16.294524146643216
Candidate_E2_HGR_DGS,UCI,1,Short (1-8),6.874758422598892
Candidate_E2_HGR_DGS,UCI,2,Short (1-8),6.924866643319305
Candidate_E2_HGR_DGS,UCI,3,Short (1-8),7.533376265799081
Candidate_E2_HGR_DGS,UCI,4,Short (1-8),7.451206579241645
Candidate_E2_HGR_DGS,UCI,5,Short (1-8),7.7276372762976795
Candidate_E2_HGR_DGS,UCI,6,Short (1-8),7.728901260751395
Candidate_E2_HGR_DGS,UCI,7,Short (1-8),8.02893962977158
Candidate_E2_HGR_DGS,UCI,8,Short (1-8),7.909283590417652
Candidate_E2_HGR_DGS,UCI,9,Medium (9-16),8.389229701227038
Candidate_E2_HGR_DGS,UCI,10,Medium (9-16),8.383593084452107
Candidate_E2_HGR_DGS,UCI,11,Medium (9-16),8.58100382881772
Candidate_E2_HGR_DGS,UCI,12,Medium (9-16),8.372101404230238
Candidate_E2_HGR_DGS,UCI,13,Medium (9-16),8.286872750701875
Candidate_E2_HGR_DGS,UCI,14,Medium (9-16),8.254341868443186
Candidate_E2_HGR_DGS,UCI,15,Medium (9-16),8.477880117532015
Candidate_E2_HGR_DGS,UCI,16,Medium (9-16),8.401500095851425
Candidate_E2_HGR_DGS,UCI,17,Long (17-24),8.493958380827484
Candidate_E2_HGR_DGS,UCI,18,Long (17-24),8.623809251833858
Candidate_E2_HGR_DGS,UCI,19,Long (17-24),8.690074736902094
Candidate_E2_HGR_DGS,UCI,20,Long (17-24),8.462641021119452
Candidate_E2_HGR_DGS,UCI,21,Long (17-24),8.450779348184218
Candidate_E2_HGR_DGS,UCI,22,Long (17-24),8.34956938235835
Candidate_E2_HGR_DGS,UCI,23,Long (17-24),8.627369210507448
Candidate_E2_HGR_DGS,UCI,24,Long (17-24),8.4421808661633
