candidate_id,dataset,seed,mean_w_lstm,mean_w_tcn,mean_w_cnn,std_w_lstm,std_w_tcn,std_w_cnn,mean_entropy,effective_n_experts,max_w_expert,min_w_expert
F5,PJM,999,0.3477119207382202,0.320482075214386,0.3318060040473938,0.0025989252608269453,0.004088012967258692,0.0025429727975279093,1.0980066061019897,2.998183488845825,0.3543641269207001,0.3102547228336334
F5,PJM,2024,0.3702355921268463,0.27977627515792847,0.3499881327152252,0.0057224370539188385,0.008168789558112621,0.002620983636006713,1.0915054082870483,2.9787611961364746,0.38314738869667053,0.26181724667549133
F5,PJM,3407,0.36990007758140564,0.31279173493385315,0.3173081874847412,0.003732136217877269,0.005918905138969421,0.006081152241677046,1.0955053567886353,2.990694284439087,0.3828330636024475,0.30022433400154114
F5,GEFCom,42,0.410969614982605,0.2518553137779236,0.33717507123947144,0.030559968203306198,0.011709720827639103,0.020868130028247833,1.077232003211975,2.9366579055786133,0.47139135003089905,0.2315058708190918
F5,GEFCom,123,0.4130209684371948,0.25039854645729065,0.33658042550086975,0.024542275816202164,0.00928792916238308,0.017445126548409462,1.0770902633666992,2.9361824989318848,0.45097318291664124,0.22929920256137848
F5,GEFCom,999,0.35770711302757263,0.30314740538597107,0.3391454815864563,0.015264450572431087,0.00726409861817956,0.009099961258471012,1.0957448482513428,2.991412401199341,0.3922664225101471,0.2897721529006958
F5,GEFCom,2024,0.3792497515678406,0.2708422839641571,0.34990793466567993,0.01287218276411295,0.007297934032976627,0.007140473462641239,1.0885268449783325,2.969905376434326,0.39280369877815247,0.2580530643463135
F5,GEFCom,3407,0.3473404049873352,0.26499563455581665,0.38766396045684814,0.018243979662656784,0.005845110397785902,0.0152997812256217,1.085726022720337,2.961595296859741,0.4848664104938507,0.2541670799255371
F5,UCI,42,0.36967578530311584,0.2329784631729126,0.39734578132629395,0.04014960676431656,0.035878345370292664,0.009222911670804024,1.0689698457717896,2.9127306938171387,0.4284340739250183,0.17875298857688904
F5,UCI,123,0.4319438934326172,0.19959212839603424,0.36846399307250977,0.0020686571951955557,0.006818349007517099,0.007580067031085491,1.051918625831604,2.863156795501709,0.4552498757839203,0.19132938981056213
F5,UCI,999,0.4516403079032898,0.18788151443004608,0.36047816276550293,0.0026820048224180937,0.009703791700303555,0.011720365844666958,1.0404843091964722,2.830605983734131,0.4788391590118408,0.18259191513061523
F5,UCI,2024,0.39933058619499207,0.23350995779037476,0.36715948581695557,0.00277928588911891,0.008082536980509758,0.006731098517775536,1.0738896131515503,2.926755428314209,0.4039561450481415,0.2246374636888504
F5,UCI,3407,0.48659417033195496,0.18148615956306458,0.33191969990730286,0.00706892553716898,0.006978513672947884,0.0035297945141792297,1.0260895490646362,2.7901864051818848,0.4978712499141693,0.17481480538845062
